,score,answer
132,6.478056491232564e-08,NotSpecified
133,0.0015548693481832743,asia
134,0.07181147485971451,"Massachusetts, USA"
135,4.7657858885941096e-06,𝓐𝓫𝓾𝓷𝓭𝓪𝓷𝓬𝓮
136,4.114972806945616e-09,Taviano Bottom of Italys
137,0.003717820392921567,AL
138,6.478056491232564e-08,NotSpecified
139,0.0019922067876905203,NY
140,0.0001318025024374947,Maryland
141,6.478056491232564e-08,NotSpecified
142,0.06465226411819458,England
143,6.478056491232564e-08,NotSpecified
144,6.478056491232564e-08,NotSpecified
145,6.478056491232564e-08,NotSpecified
146,2.857713661796879e-05,East of England
147,0.4554811120033264,India
148,0.017751529812812805,India
149,5.10288487021171e-07,"Washington, DC"
150,0.04075293987989426,India
151,6.478056491232564e-08,NotSpecified
152,0.5527971386909485,Pakistan
153,0.003394820960238576,US
154,6.478056491232564e-08,NotSpecified
155,0.15838192403316498,Scotland
156,2.9823977456544526e-05,CA
157,0.0046556489542126656,MA
158,0.0008589114295318723,Ma
159,0.00871532317250967,Colorado
160,0.03225233778357506,Ontario
161,0.08458615094423294,USA
162,6.478056491232564e-08,NotSpecified
163,6.478056491232564e-08,NotSpecified
164,0.04067358374595642,UK
165,5.371567368683827e-08,Global
166,0.011257296428084373,NY
167,5.10288487021171e-07,"Washington, DC"
168,0.38109272718429565,India
169,2.3686641270614928e-06,"Oxford🇬🇧, Council of Europe"
170,0.04067176580429077,United States of America
171,6.478056491232564e-08,NotSpecified
172,0.10315465182065964,Pakistan
173,0.10325150191783905,Australia
174,1.4314720075958576e-08,Dr. Diana S. Perdue
175,2.67163213720778e-05,Sheffield
176,7.19924719305709e-06,New York City
177,1.4230578493368284e-08,Bebington
178,6.478056491232564e-08,NotSpecified
179,6.478056491232564e-08,NotSpecified
180,6.478056491232564e-08,NotSpecified
181,0.18649134039878845,India
182,0.02818167954683304,United Kingdom
183,0.38109272718429565,India
184,8.809118412500538e-07,Worldwide
185,5.10288487021171e-07,"Washington, DC"
186,0.005153735633939505,MI
187,6.478056491232564e-08,NotSpecified
188,0.0006929232622496784,TX
189,0.38109272718429565,India
190,0.0004354283446446061,Nagaland
191,0.1875951737165451,Ireland
192,6.478056491232564e-08,NotSpecified
193,6.725948333041742e-05,"New York City, New York"
194,1.516655856903526e-06,Philadelphia
195,0.09051162004470825,England
196,0.38109272718429565,India
197,1.7123763029758265e-07,Manchester
198,6.478056491232564e-08,NotSpecified
199,6.478056491232564e-08,NotSpecified
200,0.002862083027139306,New Jersey
201,8.139735285794814e-08,Tristan da Cunha
202,0.01460607722401619,UK
203,2.4084663891699165e-05,Ontario
204,0.0014745683874934912,ON
205,0.020751576870679855,UK
206,6.478056491232564e-08,NotSpecified
207,0.024779994040727615,Singapore
208,1.4408304195967503e-05,"New York, NY"
209,0.0017628256464377046,AL
210,6.478056491232564e-08,NotSpecified
211,0.00010486845712875947,Maryland
212,6.478056491232564e-08,NotSpecified
213,4.082681698491797e-06,"Rochdale, Greater Manchester"
214,0.0016357676358893514,NY
215,9.975570947062806e-07,New Delhi
216,6.478056491232564e-08,NotSpecified
217,0.0010766662890091538,FL
218,0.0004584137932397425,London
219,0.000691718771122396,Victoria
220,0.023664506152272224,England
221,0.38109272718429565,India
222,0.0010739375138655305,CA
223,6.478056491232564e-08,NotSpecified
224,0.09099976718425751,"Arkansas, USA"
225,6.478056491232564e-08,NotSpecified
226,0.004670358262956142,Virginia
227,1.6612748510169695e-08,Mid-Atlantic States Region
228,9.75703642325243e-07,Lincolnshire
229,0.006177160423249006,Yorkshire
230,0.0005248020170256495,California
231,0.012829185463488102,Panama
232,2.4846702473269033e-09,RNA World
233,5.683051858795807e-05,New Delhi
234,0.0005248020170256495,California
235,1.0766100899672892e-08,Warning: I don't follow back
236,0.12499067932367325,Australia
237,0.016083579510450363,UK
238,0.38109272718429565,India
239,6.478056491232564e-08,NotSpecified
240,0.03429780527949333,United Kingdom
241,0.032388005405664444,UK
242,6.478056491232564e-08,NotSpecified
243,0.00037915862048976123,New South Wales
244,0.00010554452455835417,CA
245,0.0007260623970068991,CA
246,0.0002464735880494118,CA
247,0.17609116435050964,India
248,2.462241468492721e-07,St Louis
249,0.12016957253217697,United States
250,6.478056491232564e-08,NotSpecified
251,0.38109272718429565,India
252,0.0008362537482753396,Texas
253,0.020835604518651962,UK
254,0.008078780956566334,Texas
255,0.0027418152894824743,CA
256,0.013019641861319542,Estados Unidos
257,6.478056491232564e-08,NotSpecified
258,6.478056491232564e-08,NotSpecified
259,0.0005248020170256495,California
260,0.06853834539651871,England
261,0.06465226411819458,England
262,3.892291715601459e-07,MD
263,0.08010348677635193,South Africa
264,0.05309019610285759,USA
265,0.00010688771726563573,South
266,0.0003078462032135576,MA
267,0.12557712197303772,USA
268,6.478056491232564e-08,NotSpecified
269,0.12016957253217697,United States
270,7.279675173776923e-06,FL
271,6.478056491232564e-08,NotSpecified
272,0.04906834289431572,Portugal
273,1.679188557091038e-07,Essex
274,0.014794953167438507,TX
275,5.879261607333319e-06,🇬🇷
276,0.0024948709178715944,FL
277,6.478056491232564e-08,NotSpecified
278,0.0007220934494398534,Florida
279,0.04065856337547302,Northern Ireland
280,0.10407892614603043,Switzerland
281,6.478056491232564e-08,NotSpecified
282,0.00014571839710697532,Chennai
283,7.380249007837847e-05,Atlanta
284,0.3451429009437561,USA
285,0.07503963261842728,India
286,0.37118130922317505,India
287,0.38109272718429565,India
288,0.0041998266242444515,VA
289,7.2718403316685e-06,"Chicago, IL"
290,0.00024534371914342046,"New York, NY"
291,6.478056491232564e-08,NotSpecified
292,9.331979526905343e-07,Noida
293,6.539194873766974e-05,Dublin
294,6.478056491232564e-08,NotSpecified
295,2.2169799649418565e-06,Northamptonshire
296,0.0003453553654253483,Ontario
297,0.003855206072330475,Maryland
298,0.017751529812812805,India
299,6.478056491232564e-08,NotSpecified
300,0.4115929901599884,India
301,6.478056491232564e-08,NotSpecified
302,0.04823888838291168,UK
303,0.00039177387952804565,Gurgaon
304,6.478056491232564e-08,NotSpecified
305,2.9823977456544526e-05,CA
306,6.478056491232564e-08,NotSpecified
307,6.478056491232564e-08,NotSpecified
308,7.035701798940863e-09,big apple
309,1.0080644585741538e-07,Pimp Mansion
310,0.16049882769584656,India
311,0.00025182910030707717,Johannesburg
312,6.478056491232564e-08,NotSpecified
313,6.478056491232564e-08,NotSpecified
314,0.057382408529520035,England
315,4.3905055235882173e-07,Quetta
316,6.478056491232564e-08,NotSpecified
317,0.036147553473711014,Ontario
318,6.478056491232564e-08,NotSpecified
319,3.1984065572032705e-05,London
320,0.03627157211303711,Johannesburg South Africa
321,1.8730555893853307e-05,Toronto
322,6.478056491232564e-08,NotSpecified
323,0.03644522652029991,UK
324,0.0008815408800728619,West Virginia
325,0.07798779010772705,"Tennessee, USA"
326,2.9788047584133892e-09,Planet Earth
327,0.12016957253217697,United States
328,6.478056491232564e-08,NotSpecified
329,0.18063244223594666,United Kingdom
330,0.38109272718429565,India
331,5.081166420950467e-08,Keighley
332,0.04545465484261513,"Georgia, USA"
333,6.478056491232564e-08,NotSpecified
334,3.0404276429862875e-08,World
335,6.478056491232564e-08,NotSpecified
336,0.17359259724617004,Sri Lanka
337,0.052430395036935806,"North Carolina, USA"
338,0.33358487486839294,India
339,0.0036146475467830896,India
340,0.0007741812733002007,CA
341,6.478056491232564e-08,NotSpecified
342,6.478056491232564e-08,NotSpecified
343,0.12016957253217697,United States
344,0.03943434730172157,"California, USA"
345,5.142979375705181e-08,Macclesfield
346,0.0004480163916014135,OR
347,6.478056491232564e-08,NotSpecified
348,0.0008362537482753396,Texas
349,0.00433942349627614,TX
350,0.13812734186649323,Australia
351,6.478056491232564e-08,NotSpecified
352,0.008305414579808712,Canada
353,8.885484021448065e-06,Mumbai
354,0.0012424050364643335,MD
355,1.3981767779114307e-06,OHIO
356,0.06465226411819458,England
357,0.38109272718429565,India
358,1.7493232007836923e-05,Dublin 7
359,0.012560546398162842,GA
360,0.15503138303756714,Ireland
361,0.030460035428404808,BC
362,6.478056491232564e-08,NotSpecified
363,0.0008160726283676922,Pune
364,0.017751529812812805,India
365,6.478056491232564e-08,NotSpecified
366,0.06058647856116295,"Arizona, USA"
367,0.17359259724617004,Sri Lanka
368,0.002085750922560692,Maine
369,0.017751529812812805,India
370,6.478056491232564e-08,NotSpecified
371,6.478056491232564e-08,NotSpecified
372,0.002599084284156561,England
373,6.478056491232564e-08,NotSpecified
374,5.575975592364557e-05,🏳️‍⚧️
375,4.776012065121904e-05,N.Wales
376,0.020424650982022285,USA
377,1.7360815718348022e-06,Lancaster
378,0.0014844936085864902,PAKISTAN
379,0.08607672899961472,Scotland
380,0.38109272718429565,India
381,0.004052930511534214,NY
382,0.06465226411819458,England
383,0.36548203229904175,India
384,4.626221652870299e-06,VA
385,0.0001535189221613109,Republic of Florida
386,0.00039727732655592263,London
387,5.371567368683827e-08,Global
388,6.478056491232564e-08,NotSpecified
389,0.38109272718429565,India
390,4.487344085646328e-06,he/him/his & dude+
391,0.08010348677635193,South Africa
392,5.10288487021171e-07,"Washington, DC"
393,0.005899521522223949,CA
394,0.020424650982022285,USA
395,6.478056491232564e-08,NotSpecified
396,0.02818167954683304,United Kingdom
397,0.00011208366777282208,Californian
398,0.3933454155921936,India
399,0.03177901357412338,England
400,0.0006929232622496784,TX
401,0.004318048246204853,CA
402,0.0736742690205574,Shanghai
403,0.04989750683307648,"Florida, USA"
404,0.3129236698150635,India
405,1.2434051122056644e-08,Nomadic spirit
406,0.11178455501794815,Ireland
407,3.1984065572032705e-05,London
408,6.478056491232564e-08,NotSpecified
409,2.827745220201905e-07,Plymouth
410,1.326816163782496e-05,Kent
411,0.06465226411819458,England
412,2.329456401639618e-05,𝔹𝕚𝕠𝔼𝕟𝕖𝕣𝕘𝕪
413,3.94640228478238e-05,◔◡◔)
414,0.005901583470404148,london
415,6.478056491232564e-08,NotSpecified
416,6.478056491232564e-08,NotSpecified
417,6.478056491232564e-08,NotSpecified
418,2.1676051176200417e-08,Wandsworth
419,0.12016957253217697,United States
420,0.43010637164115906,India
421,0.009801406413316727,Alberta
422,7.663865289941896e-06,PA
423,2.67163213720778e-05,Sheffield
424,9.264261393582274e-07,San Francisco
425,0.04823888838291168,UK
426,0.08963129669427872,USA
427,0.12016957253217697,United States
428,1.3438832979772997e-07,Axom
429,1.3827315115122474e-07,"The Humber, a tidal estuary."
430,0.09132777899503708,AK
431,3.504704437773398e-08,QoL #MeToo
432,0.16789840161800385,USA
433,6.695520138322308e-09,Duniya
434,5.420282377599506e-06,Karachi
435,5.566539584833663e-08,Out in the great wide open
436,0.3130950629711151,Ireland
437,0.049699995666742325,USA
438,0.01594364456832409,Italy
439,6.478056491232564e-08,NotSpecified
440,0.000691718771122396,Victoria
441,7.153196929721162e-05,Coventry
442,6.478056491232564e-08,NotSpecified
443,6.478056491232564e-08,NotSpecified
444,0.07233321666717529,california
445,6.478056491232564e-08,NotSpecified
446,0.025208430364727974,UK
447,2.857713661796879e-05,East of England
448,0.002599084284156561,England
449,0.38109272718429565,India
450,0.00015198290930129588,UK
451,6.478056491232564e-08,NotSpecified
452,0.005899521522223949,CA
453,0.015825070440769196,Queensland
454,0.013019641861319542,Estados Unidos
455,0.36548203229904175,India
456,0.37517228722572327,India
457,8.763297643099577e-09,Stafford
458,0.16049882769584656,India
459,0.03943434730172157,"California, USA"
460,0.12844336032867432,England
461,6.478056491232564e-08,NotSpecified
462,0.054813165217638016,Bangladesh
463,0.0240778885781765,Australia
464,0.38487815856933594,India
465,0.002631918992847204,AZ
466,0.002372365677729249,MI
467,0.0026668538339436054,New York
468,0.007411897648125887,UK
469,6.478056491232564e-08,NotSpecified
470,0.08214349299669266,England
471,1.920242539199535e-06,नोट
472,0.38109272718429565,India
473,0.0017443883698433638,MI
474,6.478056491232564e-08,NotSpecified
475,8.009070734260604e-05,South Wales
476,0.4427015781402588,India
477,6.478056491232564e-08,NotSpecified
478,6.478056491232564e-08,NotSpecified
479,6.478056491232564e-08,NotSpecified
480,0.0367136113345623,"ENGLAND, UK"
481,6.478056491232564e-08,NotSpecified
482,0.0001259020355064422,"Portland, OR"
483,0.38109272718429565,India
484,0.017751529812812805,India
485,0.06465226411819458,England
486,0.010772332549095154,England
487,0.023621203377842903,England
488,0.12016957253217697,United States
489,6.478056491232564e-08,NotSpecified
490,0.012902406044304371,Australia
491,0.014794953167438507,TX
492,1.5281541436706902e-06,New Orleans
493,0.08227389305830002,Spain
494,0.4115929901599884,India
495,0.021262118592858315,England
496,6.478056491232564e-08,NotSpecified
497,0.05787669122219086,UK
498,1.45146589147771e-06,London
499,0.43010637164115906,India
500,0.0012737890938296914,Surrey
501,0.09532561153173447,Ireland
502,0.0005758639890700579,NC
503,0.003394820960238576,US
504,6.478056491232564e-08,NotSpecified
505,0.0013869497925043106,CT
506,0.43010637164115906,India
507,6.478056491232564e-08,NotSpecified
508,0.4115929901599884,India
509,0.013019641861319542,Estados Unidos
510,0.12016957253217697,United States
511,0.020424650982022285,USA
512,0.021656950935721397,France
513,0.04108048975467682,"Pennsylvania, USA"
514,0.00061599793843925,"San Diego, CA"
515,6.478056491232564e-08,NotSpecified
516,0.06465226411819458,England
517,0.004587911535054445,England
518,0.017751529812812805,India
519,6.478056491232564e-08,NotSpecified
520,3.2108097514083056e-08,DEL-LKO
521,0.16592924296855927,United Arab Emirates
522,6.478056491232564e-08,NotSpecified
523,8.139735285794814e-08,Tristan da Cunha
524,0.002862083027139306,New Jersey
525,0.16047640144824982,India
526,6.478056491232564e-08,NotSpecified
527,0.002599084284156561,England
528,6.478056491232564e-08,NotSpecified
529,0.06465226411819458,England
530,3.1984065572032705e-05,London
531,0.03225233778357506,Ontario
532,6.478056491232564e-08,NotSpecified
533,6.478056491232564e-08,NotSpecified
534,0.020424650982022285,USA
535,6.431971542042447e-06,Lincolnshire / Cambridgeshire
536,6.478056491232564e-08,NotSpecified
537,0.006952035240828991,Ontario
538,6.478056491232564e-08,NotSpecified
539,6.478056491232564e-08,NotSpecified
540,1.2108242799513391e-06,MO
541,0.0005797571502625942,Andhra Pradesh
542,0.38109272718429565,India
543,2.9989621452841675e-06,FL
544,0.018501002341508865,Georgia
545,3.137060673452652e-07,Lincolnshire & East Yorkshire
546,0.09051162004470825,England
547,0.030460035428404808,BC
548,0.0025281033013015985,MA
549,6.478056491232564e-08,NotSpecified
550,0.0002464735880494118,CA
551,0.008574887178838253,U.S.A.
552,0.4115929901599884,India
553,0.018576156347990036,U.S.
554,0.06975606083869934,USA
555,0.38109272718429565,India
556,7.281732905539684e-08,Enfield Middlesex Rainham Kent
557,0.009724752977490425,MN
558,0.23554755747318268,USA
559,0.03429780527949333,United Kingdom
560,0.013019641861319542,Estados Unidos
561,6.478056491232564e-08,NotSpecified
562,0.017751529812812805,India
563,0.006377434358000755,España
564,0.03225233778357506,Ontario
565,9.367501263568556e-08,Naarm
566,1.710653805275797e-07,Pretoria
567,3.1984065572032705e-05,London
568,0.03702840954065323,Ontario
569,4.3340281990822405e-05,FL
570,2.05222283611306e-09,Worldwide Advocacy/Solidarity!
571,2.8142287078480877e-07,Mars
572,0.05957775190472603,"Alabama, USA"
573,6.478056491232564e-08,NotSpecified
574,0.017751529812812805,India
575,3.933347670681542e-06,they•
576,0.010938248597085476,CO
577,0.38109272718429565,India
578,0.12676867842674255,South Africa
579,3.51569937606655e-08,MIAFL
580,0.015851736068725586,"United States, Puerto Rico"
581,6.369158199959202e-06,Chicago
582,0.19022808969020844,UK
583,0.04067176580429077,United States of America
584,0.005587272811681032,VA
585,7.2718403316685e-06,"Chicago, IL"
586,6.478056491232564e-08,NotSpecified
587,0.3530053496360779,India
588,0.0006378382095135748,florida
589,0.011209174059331417,WI
590,1.1655783964670263e-06,we all win
591,0.0009389970218762755,CA
592,6.478056491232564e-08,NotSpecified
593,0.08010348677635193,South Africa
594,4.0728275052970275e-05,Shropshire
595,0.38109272718429565,India
596,0.4115929901599884,India
597,0.053544387221336365,England
598,0.4115929901599884,India
599,6.478056491232564e-08,NotSpecified
600,6.478056491232564e-08,NotSpecified
601,4.358698788564652e-07,Cornwall
602,0.06465226411819458,England
603,0.004512454383075237,England
604,1.8443608951201895e-07,Nirman Bhawan
605,7.2718403316685e-06,"Chicago, IL"
606,0.0026420103386044502,Punjab
607,0.06465226411819458,England
608,0.41474097967147827,India
609,0.38109272718429565,India
610,0.18743111193180084,USA
611,6.478056491232564e-08,NotSpecified
612,6.478056491232564e-08,NotSpecified
613,6.478056491232564e-08,NotSpecified
614,0.004063022788614035,CA
615,0.0026668538339436054,New York
616,0.017751529812812805,India
617,4.037402945300528e-08,San Francisco Bay Area
618,0.020424650982022285,USA
619,6.063379487386555e-08,North Tyneside
620,0.017751529812812805,India
621,5.46066791784483e-09,home
622,8.604097700981583e-08,Where I am
623,2.1056054677615066e-08,in your head
624,6.731199391651899e-06,केरल
625,0.38109272718429565,India
626,2.4846702473269033e-09,RNA World
627,6.478056491232564e-08,NotSpecified
628,0.0018316635396331549,MA
629,0.013019641861319542,Estados Unidos
630,0.000691718771122396,Victoria
631,3.9607170947419945e-06,South east London
632,0.0308042224496603,TN
633,0.12520809471607208,Uganda
634,6.478056491232564e-08,NotSpecified
635,6.478056491232564e-08,NotSpecified
636,0.007428591139614582,Cornwall
637,0.0002590894582681358,WA
638,0.003927858546376228,Florida
639,0.06465226411819458,England
640,6.094003765610978e-06,Cheshire
641,0.017751529812812805,India
642,0.0043315403163433075,delhi
643,0.1891106367111206,Queensland
644,6.478056491232564e-08,NotSpecified
645,6.478056491232564e-08,NotSpecified
646,6.478056491232564e-08,NotSpecified
647,0.023664506152272224,England
648,0.020424650982022285,USA
649,0.0011784288799390197,Europe
650,0.00018606091907713562,🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧
651,0.00015764537965878844,OK
652,0.43010637164115906,India
653,0.012902406044304371,Australia
654,0.00020319515897426754,uk
655,0.12016957253217697,United States
656,5.46066791784483e-09,home
657,6.478056491232564e-08,NotSpecified
658,3.8667693047500507e-07,kita nihon
659,6.478056491232564e-08,NotSpecified
660,0.06242748722434044,UK
661,6.478056491232564e-08,NotSpecified
662,0.06242748722434044,UK
663,6.478056491232564e-08,NotSpecified
664,1.0070616554003209e-05,Chicago
665,0.06465226411819458,England
666,8.83152551978128e-06,Va.
667,0.07041044533252716,India
668,0.041659045964479446,USA
669,7.298959303625452e-08,Global Citizen
670,0.02398870699107647,FL
671,6.478056491232564e-08,NotSpecified
672,1.1357221829655373e-08,Twitter
673,0.017751529812812805,India
674,6.478056491232564e-08,NotSpecified
675,0.007872767746448517,TX
676,6.478056491232564e-08,NotSpecified
677,5.09277997551294e-09,In N Out
678,3.1984065572032705e-05,London
679,0.38109272718429565,India
680,0.06465226411819458,England
681,0.0005248020170256495,California
682,7.408457167912275e-05,KY
683,0.0007307689520530403,"Jersey City, NJ / New York, NY"
684,7.270859350683168e-05,New York
685,1.8310363225637616e-09,Capsule Corp
686,2.8873735573142767e-05,"Oklahoma City, OK"
687,6.478056491232564e-08,NotSpecified
688,0.12016957253217697,United States
689,0.017751529812812805,India
690,1.6647535403535585e-06,Cambridge
691,0.38109272718429565,India
692,6.478056491232564e-08,NotSpecified
693,0.01118920836597681,Indiana
694,0.38109272718429565,India
695,0.017751529812812805,India
696,7.2718403316685e-06,"Chicago, IL"
697,0.00016630558820907027,Kent
698,0.00038222051807679236,Los Angeles
699,6.478056491232564e-08,NotSpecified
700,2.652259967206305e-09,Left of Center
701,0.002152141649276018,CA
702,0.08458615094423294,USA
703,0.00024534371914342046,"New York, NY"
704,0.008305414579808712,Canada
705,6.478056491232564e-08,NotSpecified
706,0.18063244223594666,United Kingdom
707,0.017751529812812805,India
708,0.07820495963096619,Ireland
709,0.0026668538339436054,New York
710,0.032149411737918854,Ontario
711,8.0148556662607e-06,Here always
712,0.10209141671657562,Argentina
713,0.18063244223594666,United Kingdom
714,6.478056491232564e-08,NotSpecified
715,0.03585280850529671,NE
716,2.1284937247401103e-05,GA
717,0.0003078462032135576,MA
718,0.017751529812812805,India
719,0.38109272718429565,India
720,0.08607672899961472,Scotland
721,0.4554811120033264,India
722,0.0011921417899429798,NC
723,6.478056491232564e-08,NotSpecified
724,0.049699995666742325,USA
725,0.12016957253217697,United States
726,0.012804488651454449,Ireland
727,6.478056491232564e-08,NotSpecified
728,0.020424650982022285,USA
729,1.5693846222575303e-08,Jordkloden
730,0.023664506152272224,England
731,2.4460943677695468e-05,PA
732,0.0987594798207283,USA
733,0.0025411839596927166,WI
734,0.01610737293958664,England
735,0.0015283067477867007,TX
736,0.0008362537482753396,Texas
737,0.3130950629711151,Ireland
738,0.04823888838291168,UK
739,5.10288487021171e-07,"Washington, DC"
740,6.478056491232564e-08,NotSpecified
741,3.1984065572032705e-05,London
742,1.0766866864742042e-07,Truro
743,1.1958182710714027e-07,East Lancashire
744,0.3530053496360779,India
745,0.013019641861319542,Estados Unidos
746,0.0002464735880494118,CA
747,0.06913337856531143,United Arab Emirates
748,7.880855079633875e-09,Earth
749,0.020424650982022285,USA
750,6.478056491232564e-08,NotSpecified
751,0.006515604443848133,MA
752,6.590327075173263e-07,Everywhere
753,7.129027653718367e-05,New York
754,6.478056491232564e-08,NotSpecified
755,1.5297910493927702e-08,Wingrave
756,3.1331119032529386e-08,Leeds
757,0.22546926140785217,Nigeria
758,6.478056491232564e-08,NotSpecified
759,0.017751529812812805,India
760,0.38109272718429565,India
761,0.00041227403562515974,Wirral
762,8.139735285794814e-08,Tristan da Cunha
763,0.017751529812812805,India
764,0.007411897648125887,UK
765,0.18063244223594666,United Kingdom
766,6.478056491232564e-08,NotSpecified
767,0.00855252705514431,AL
768,6.187235044308181e-07,Dearborn
769,0.38109272718429565,India
770,5.683051858795807e-05,New Delhi
771,7.007632120803464e-06,Cali
772,6.478056491232564e-08,NotSpecified
773,0.013019641861319542,Estados Unidos
774,0.013019641861319542,Estados Unidos
775,2.486209268681705e-05,somerset
776,0.01718323677778244,UK
777,0.06465226411819458,England
778,6.478056491232564e-08,NotSpecified
779,0.00037915862048976123,New South Wales
780,0.020424650982022285,USA
781,5.355485654945369e-07,Oxfordshire
782,0.013019641861319542,Estados Unidos
783,0.013019641861319542,Estados Unidos
784,0.3451429009437561,USA
785,6.478056491232564e-08,NotSpecified
786,0.0019922067876905203,NY
787,0.18063244223594666,United Kingdom
788,0.001834444236010313,Delhi
789,0.00045308208791539073,Ohio
790,1.0683077107387362e-06,भारत
791,0.020424650982022285,USA
792,0.001346152857877314,Iraq
793,0.0011744311777874827,Boston
794,0.020024314522743225,England
795,5.10288487021171e-07,"Washington, DC"
796,0.00061599793843925,"San Diego, CA"
797,2.4367177502426784e-06,नई
798,0.38109272718429565,India
799,3.0741295631742105e-05,Los Angeles
800,1.3742902638114174e-06,Nottingham
801,0.0010217474773526192,England
802,6.478056491232564e-08,NotSpecified
803,5.683051858795807e-05,New Delhi
804,0.38109272718429565,India
805,5.354261702450458e-06,PA
806,6.478056491232564e-08,NotSpecified
807,0.02320626564323902,England
808,0.009449001401662827,NY
809,2.0835020819731653e-08,Calderdale
810,6.478056491232564e-08,NotSpecified
811,5.6164061845720425e-08,Mississauga
812,0.4554811120033264,India
813,0.004457954782992601,Missouri
