,label,score
149,NEGATIVE,0.9991187453269958
150,NEGATIVE,0.9836239814758301
151,NEGATIVE,0.9945622086524963
152,NEGATIVE,0.9931046366691589
153,NEGATIVE,0.9915969967842102
154,NEGATIVE,0.9636182188987732
155,POSITIVE,0.9967744946479797
156,NEGATIVE,0.9978485107421875
157,NEGATIVE,0.9919799566268921
158,NEGATIVE,0.9873495697975159
159,NEGATIVE,0.9994878768920898
160,POSITIVE,0.6720731854438782
161,NEGATIVE,0.9983941912651062
162,NEGATIVE,0.7875345945358276
163,NEGATIVE,0.9907577037811279
164,POSITIVE,0.9911543130874634
165,NEGATIVE,0.9946855306625366
166,NEGATIVE,0.9982288479804993
167,POSITIVE,0.7220860123634338
168,NEGATIVE,0.9885446429252625
169,NEGATIVE,0.9987863898277283
170,NEGATIVE,0.9940949082374573
171,POSITIVE,0.9907344579696655
172,NEGATIVE,0.9936562180519104
173,POSITIVE,0.998893678188324
174,NEGATIVE,0.9852893948554993
175,NEGATIVE,0.9996176958084106
176,NEGATIVE,0.9963077306747437
177,NEGATIVE,0.9717769622802734
178,NEGATIVE,0.9021607041358948
179,NEGATIVE,0.9506228566169739
180,NEGATIVE,0.9545499682426453
181,NEGATIVE,0.6675907373428345
182,NEGATIVE,0.9949443936347961
183,NEGATIVE,0.9913032054901123
184,NEGATIVE,0.9961941242218018
185,POSITIVE,0.92230224609375
186,NEGATIVE,0.997806966304779
187,NEGATIVE,0.9855534434318542
188,NEGATIVE,0.572248101234436
189,NEGATIVE,0.9912604689598083
190,POSITIVE,0.9997560381889343
191,NEGATIVE,0.9977725148200989
192,NEGATIVE,0.9955949187278748
193,NEGATIVE,0.9996292591094971
194,NEGATIVE,0.9982688426971436
195,POSITIVE,0.9959278702735901
196,NEGATIVE,0.9907754063606262
197,NEGATIVE,0.9905827045440674
198,NEGATIVE,0.9881674647331238
199,NEGATIVE,0.9939199686050415
200,POSITIVE,0.9955645799636841
201,NEGATIVE,0.9858213067054749
202,NEGATIVE,0.997218132019043
203,POSITIVE,0.963365912437439
204,NEGATIVE,0.9810243844985962
205,POSITIVE,0.9997766613960266
206,NEGATIVE,0.9602803587913513
207,NEGATIVE,0.9949334263801575
208,NEGATIVE,0.996669590473175
209,NEGATIVE,0.9951236844062805
210,NEGATIVE,0.9533360600471497
211,POSITIVE,0.9971941709518433
212,POSITIVE,0.8250774145126343
213,NEGATIVE,0.9967946410179138
214,NEGATIVE,0.9964333772659302
215,NEGATIVE,0.9943426847457886
216,NEGATIVE,0.9952314496040344
217,NEGATIVE,0.9981231093406677
218,NEGATIVE,0.9615761637687683
219,NEGATIVE,0.9991635084152222
220,NEGATIVE,0.9959810972213745
221,NEGATIVE,0.9914239048957825
222,NEGATIVE,0.9995532631874084
223,NEGATIVE,0.9916256070137024
224,NEGATIVE,0.9896389245986938
225,NEGATIVE,0.5715768337249756
226,NEGATIVE,0.9818347096443176
227,NEGATIVE,0.9968971014022827
228,NEGATIVE,0.9883955717086792
229,NEGATIVE,0.9997953772544861
230,NEGATIVE,0.989559531211853
231,NEGATIVE,0.9967960715293884
232,NEGATIVE,0.996607780456543
233,NEGATIVE,0.6138368844985962
234,POSITIVE,0.9958062171936035
235,NEGATIVE,0.9941707253456116
236,NEGATIVE,0.9967340230941772
237,POSITIVE,0.9997616410255432
238,NEGATIVE,0.9902910590171814
239,NEGATIVE,0.9934490323066711
240,NEGATIVE,0.9906634092330933
241,NEGATIVE,0.9859457612037659
242,POSITIVE,0.5842463374137878
243,NEGATIVE,0.9993126392364502
244,NEGATIVE,0.9801075458526611
245,NEGATIVE,0.9984683394432068
246,NEGATIVE,0.9630497097969055
247,NEGATIVE,0.9782715439796448
248,NEGATIVE,0.9955646991729736
249,NEGATIVE,0.9973376393318176
250,NEGATIVE,0.9993104934692383
251,NEGATIVE,0.9891590476036072
252,NEGATIVE,0.99513840675354
253,POSITIVE,0.985723078250885
254,NEGATIVE,0.9036248326301575
255,NEGATIVE,0.9992150068283081
256,NEGATIVE,0.9981594681739807
257,NEGATIVE,0.9534130692481995
258,POSITIVE,0.9853872060775757
259,NEGATIVE,0.993311882019043
260,POSITIVE,0.9995269775390625
261,NEGATIVE,0.9981040954589844
262,POSITIVE,0.999144434928894
263,NEGATIVE,0.9765487909317017
264,NEGATIVE,0.9511252641677856
265,POSITIVE,0.994297444820404
266,POSITIVE,0.9962130784988403
267,NEGATIVE,0.9730769991874695
268,POSITIVE,0.9854798913002014
269,NEGATIVE,0.9977222084999084
270,NEGATIVE,0.9918954968452454
271,NEGATIVE,0.9962894916534424
272,NEGATIVE,0.9917900562286377
273,NEGATIVE,0.9723727107048035
274,NEGATIVE,0.9798005223274231
275,NEGATIVE,0.998116135597229
276,NEGATIVE,0.9925014972686768
277,POSITIVE,0.9750446081161499
278,NEGATIVE,0.9979530572891235
279,POSITIVE,0.9956861734390259
280,NEGATIVE,0.9925324320793152
281,NEGATIVE,0.9848455190658569
282,NEGATIVE,0.9902744293212891
283,POSITIVE,0.9719628691673279
284,NEGATIVE,0.992536187171936
285,NEGATIVE,0.987346351146698
286,NEGATIVE,0.9851909279823303
287,NEGATIVE,0.99396812915802
288,NEGATIVE,0.9980814456939697
289,NEGATIVE,0.9987603425979614
290,POSITIVE,0.9998639822006226
291,POSITIVE,0.9936495423316956
292,NEGATIVE,0.9968135952949524
293,NEGATIVE,0.9599497318267822
294,NEGATIVE,0.968542218208313
295,POSITIVE,0.5658316612243652
296,NEGATIVE,0.999762237071991
297,NEGATIVE,0.9268463253974915
298,NEGATIVE,0.9943363070487976
299,NEGATIVE,0.9994732737541199
300,NEGATIVE,0.9953019618988037
301,NEGATIVE,0.9890053868293762
302,POSITIVE,0.9832337498664856
303,NEGATIVE,0.9959461092948914
304,NEGATIVE,0.9995054006576538
305,NEGATIVE,0.9849633574485779
306,NEGATIVE,0.9951748251914978
307,NEGATIVE,0.9968246221542358
308,NEGATIVE,0.9883977770805359
309,NEGATIVE,0.9733144640922546
310,NEGATIVE,0.9898687601089478
311,NEGATIVE,0.9990589022636414
312,POSITIVE,0.9976328611373901
313,NEGATIVE,0.9284456968307495
314,NEGATIVE,0.9923157691955566
315,NEGATIVE,0.9733946323394775
316,NEGATIVE,0.9961434602737427
317,NEGATIVE,0.9978183507919312
318,NEGATIVE,0.991629421710968
319,NEGATIVE,0.9991230368614197
320,NEGATIVE,0.9993903636932373
321,NEGATIVE,0.9990567564964294
322,NEGATIVE,0.9975482821464539
323,NEGATIVE,0.9857777953147888
324,POSITIVE,0.9982219338417053
325,NEGATIVE,0.995101273059845
326,NEGATIVE,0.9508836269378662
327,NEGATIVE,0.8932252526283264
328,NEGATIVE,0.9995604157447815
329,NEGATIVE,0.9981915354728699
330,NEGATIVE,0.9895319938659668
331,NEGATIVE,0.988846480846405
332,NEGATIVE,0.9964324235916138
333,NEGATIVE,0.9966899156570435
334,NEGATIVE,0.998445451259613
335,NEGATIVE,0.9994812607765198
336,NEGATIVE,0.9843058586120605
337,NEGATIVE,0.9571405053138733
338,NEGATIVE,0.9925525188446045
339,NEGATIVE,0.9621084332466125
340,NEGATIVE,0.9765130281448364
341,POSITIVE,0.991726279258728
342,POSITIVE,0.9987130165100098
343,NEGATIVE,0.9312983155250549
344,NEGATIVE,0.9991613626480103
345,NEGATIVE,0.9920703768730164
346,POSITIVE,0.9131472706794739
347,NEGATIVE,0.9990466237068176
348,NEGATIVE,0.9856976270675659
349,NEGATIVE,0.9970408082008362
350,NEGATIVE,0.9970811009407043
351,POSITIVE,0.9536095857620239
352,NEGATIVE,0.9917991161346436
353,NEGATIVE,0.9952968955039978
354,NEGATIVE,0.994682252407074
355,NEGATIVE,0.9997308850288391
356,NEGATIVE,0.996543824672699
357,NEGATIVE,0.975277304649353
358,NEGATIVE,0.9958970546722412
359,NEGATIVE,0.9112063050270081
360,POSITIVE,0.9993224143981934
361,POSITIVE,0.9988155364990234
362,NEGATIVE,0.9944933652877808
363,NEGATIVE,0.9954966306686401
364,POSITIVE,0.5196810960769653
365,NEGATIVE,0.9867563247680664
366,NEGATIVE,0.9955095052719116
367,NEGATIVE,0.9893331527709961
368,NEGATIVE,0.9941874742507935
369,NEGATIVE,0.9906902313232422
370,NEGATIVE,0.9927465319633484
371,NEGATIVE,0.9774535298347473
372,NEGATIVE,0.997014045715332
373,NEGATIVE,0.9899662733078003
374,NEGATIVE,0.9955032467842102
375,NEGATIVE,0.9987030029296875
376,NEGATIVE,0.9917231202125549
377,NEGATIVE,0.9936563372612
378,NEGATIVE,0.9951609969139099
379,POSITIVE,0.6583063006401062
380,NEGATIVE,0.9927236437797546
381,NEGATIVE,0.9725173711776733
382,NEGATIVE,0.9767205119132996
383,NEGATIVE,0.9942066669464111
384,POSITIVE,0.8680322170257568
385,NEGATIVE,0.991024374961853
386,POSITIVE,0.9986931681632996
387,POSITIVE,0.9780628085136414
388,POSITIVE,0.9960230588912964
389,NEGATIVE,0.9925006031990051
390,NEGATIVE,0.997712254524231
391,NEGATIVE,0.9929674863815308
392,NEGATIVE,0.5124388933181763
393,NEGATIVE,0.9654454588890076
394,POSITIVE,0.9609627723693848
395,NEGATIVE,0.991496741771698
396,NEGATIVE,0.9813142418861389
397,NEGATIVE,0.9986018538475037
398,NEGATIVE,0.7648227214813232
399,POSITIVE,0.7794137001037598
400,NEGATIVE,0.9946132302284241
401,POSITIVE,0.9774745106697083
402,NEGATIVE,0.9676622748374939
403,NEGATIVE,0.9953160285949707
404,NEGATIVE,0.9961657524108887
405,NEGATIVE,0.9879414439201355
406,POSITIVE,0.9116212129592896
407,NEGATIVE,0.9531485438346863
408,POSITIVE,0.9889732003211975
409,POSITIVE,0.9809143543243408
410,NEGATIVE,0.9821996688842773
411,NEGATIVE,0.9960489869117737
412,NEGATIVE,0.9927541613578796
413,NEGATIVE,0.9978221654891968
414,NEGATIVE,0.9995348453521729
415,NEGATIVE,0.9442294239997864
416,POSITIVE,0.9686946272850037
417,NEGATIVE,0.9906138181686401
418,NEGATIVE,0.9979743361473083
419,POSITIVE,0.9912093877792358
420,NEGATIVE,0.9919925928115845
421,NEGATIVE,0.9962940812110901
422,NEGATIVE,0.9972127079963684
423,NEGATIVE,0.9957587122917175
424,NEGATIVE,0.9942113757133484
425,NEGATIVE,0.9817299842834473
426,NEGATIVE,0.9994181394577026
427,NEGATIVE,0.9895920753479004
428,NEGATIVE,0.7719076871871948
429,POSITIVE,0.9866738319396973
430,NEGATIVE,0.9956621527671814
431,NEGATIVE,0.9916212558746338
432,NEGATIVE,0.9945924878120422
433,NEGATIVE,0.9948194622993469
434,NEGATIVE,0.9988272786140442
435,NEGATIVE,0.9994007349014282
436,NEGATIVE,0.9677566885948181
437,POSITIVE,0.74465411901474
438,NEGATIVE,0.9964283108711243
439,NEGATIVE,0.9968951940536499
440,POSITIVE,0.9890708923339844
441,NEGATIVE,0.9982430934906006
442,NEGATIVE,0.9946553707122803
443,NEGATIVE,0.9911337494850159
444,POSITIVE,0.9877681136131287
445,NEGATIVE,0.9760509133338928
446,POSITIVE,0.9984460473060608
447,NEGATIVE,0.9986541271209717
448,POSITIVE,0.9886802434921265
449,NEGATIVE,0.9913976192474365
450,POSITIVE,0.9984567165374756
451,NEGATIVE,0.98280268907547
452,NEGATIVE,0.994340181350708
453,POSITIVE,0.979375958442688
454,NEGATIVE,0.9899627566337585
455,NEGATIVE,0.9845649003982544
456,NEGATIVE,0.9957520961761475
457,NEGATIVE,0.9931586384773254
458,NEGATIVE,0.9833100438117981
459,NEGATIVE,0.9991363883018494
460,NEGATIVE,0.9986490607261658
461,NEGATIVE,0.9788258671760559
462,NEGATIVE,0.993160605430603
463,NEGATIVE,0.9976341724395752
464,POSITIVE,0.9982849955558777
465,POSITIVE,0.9956027269363403
466,NEGATIVE,0.994549572467804
467,NEGATIVE,0.9923312664031982
468,NEGATIVE,0.9162664413452148
469,NEGATIVE,0.994857668876648
470,NEGATIVE,0.9883477091789246
471,NEGATIVE,0.9980378746986389
472,NEGATIVE,0.970628559589386
473,NEGATIVE,0.9842956066131592
474,NEGATIVE,0.9948700666427612
475,POSITIVE,0.9963430762290955
476,NEGATIVE,0.9755280017852783
477,NEGATIVE,0.9921211004257202
478,NEGATIVE,0.9982187151908875
479,POSITIVE,0.9668256044387817
480,NEGATIVE,0.9989462494850159
481,NEGATIVE,0.9047622084617615
482,NEGATIVE,0.9925593137741089
483,NEGATIVE,0.9904223680496216
484,POSITIVE,0.6790205836296082
485,NEGATIVE,0.9846329689025879
486,POSITIVE,0.9663392305374146
487,NEGATIVE,0.9812445640563965
488,NEGATIVE,0.9979436993598938
489,NEGATIVE,0.8766971826553345
490,NEGATIVE,0.9966322779655457
491,NEGATIVE,0.9993531107902527
492,NEGATIVE,0.960720956325531
493,NEGATIVE,0.9851006865501404
494,POSITIVE,0.9946186542510986
495,NEGATIVE,0.9983704686164856
496,NEGATIVE,0.998306393623352
497,NEGATIVE,0.9858367443084717
498,POSITIVE,0.9836668968200684
499,NEGATIVE,0.9902513027191162
500,NEGATIVE,0.992249608039856
501,POSITIVE,0.9994773268699646
502,NEGATIVE,0.9259671568870544
503,NEGATIVE,0.8906368017196655
504,POSITIVE,0.9993676543235779
505,NEGATIVE,0.9996059536933899
506,NEGATIVE,0.9690199494361877
507,NEGATIVE,0.9843294620513916
508,POSITIVE,0.9390895366668701
509,NEGATIVE,0.9995531439781189
510,NEGATIVE,0.9728461503982544
511,NEGATIVE,0.9990960359573364
512,NEGATIVE,0.9960020184516907
513,NEGATIVE,0.8642623424530029
514,NEGATIVE,0.9953513145446777
515,NEGATIVE,0.6273321509361267
516,POSITIVE,0.9990426898002625
517,POSITIVE,0.9951229691505432
518,NEGATIVE,0.995240330696106
519,NEGATIVE,0.9988735318183899
520,NEGATIVE,0.9991950392723083
521,NEGATIVE,0.9950749278068542
522,POSITIVE,0.9553331136703491
523,NEGATIVE,0.9930168390274048
524,NEGATIVE,0.990562379360199
525,NEGATIVE,0.9926335215568542
526,NEGATIVE,0.9981465339660645
527,NEGATIVE,0.9930023550987244
528,NEGATIVE,0.9703091382980347
529,NEGATIVE,0.9961482286453247
530,NEGATIVE,0.9966811537742615
531,POSITIVE,0.9844467043876648
532,NEGATIVE,0.7626118659973145
533,NEGATIVE,0.9712086915969849
534,NEGATIVE,0.9866928458213806
535,NEGATIVE,0.9296367764472961
536,NEGATIVE,0.9969782829284668
537,NEGATIVE,0.9957239627838135
538,NEGATIVE,0.99726402759552
539,NEGATIVE,0.9934437274932861
540,NEGATIVE,0.9993003606796265
541,NEGATIVE,0.9895500540733337
542,NEGATIVE,0.9918754696846008
543,NEGATIVE,0.994283139705658
544,NEGATIVE,0.9982321858406067
545,NEGATIVE,0.9942227005958557
546,NEGATIVE,0.9939839243888855
547,POSITIVE,0.9525669813156128
548,POSITIVE,0.9982207417488098
549,NEGATIVE,0.9978154897689819
550,NEGATIVE,0.981399655342102
551,NEGATIVE,0.9922640323638916
552,NEGATIVE,0.9916762113571167
553,NEGATIVE,0.9959422945976257
554,NEGATIVE,0.991855263710022
555,NEGATIVE,0.9899965524673462
556,POSITIVE,0.9975230097770691
557,NEGATIVE,0.949799120426178
558,NEGATIVE,0.9842915534973145
559,POSITIVE,0.9501965641975403
560,POSITIVE,0.9988186955451965
561,POSITIVE,0.9982901215553284
562,NEGATIVE,0.9902352690696716
563,POSITIVE,0.9905643463134766
564,NEGATIVE,0.9201139211654663
565,NEGATIVE,0.998446524143219
566,NEGATIVE,0.99870765209198
567,NEGATIVE,0.9771180152893066
568,NEGATIVE,0.8678524494171143
569,POSITIVE,0.9979974627494812
570,NEGATIVE,0.9955834746360779
571,POSITIVE,0.9832584857940674
572,NEGATIVE,0.9958016276359558
573,NEGATIVE,0.9792205095291138
574,NEGATIVE,0.9942465424537659
575,NEGATIVE,0.9943116903305054
576,NEGATIVE,0.9975213408470154
577,NEGATIVE,0.9897837042808533
578,NEGATIVE,0.7912185192108154
579,NEGATIVE,0.9976035952568054
580,NEGATIVE,0.9812316298484802
581,NEGATIVE,0.9924312829971313
582,NEGATIVE,0.9832025170326233
583,NEGATIVE,0.9888306260108948
584,NEGATIVE,0.9955553412437439
585,NEGATIVE,0.9911211729049683
586,POSITIVE,0.9868372678756714
587,NEGATIVE,0.999546229839325
588,NEGATIVE,0.9997014403343201
589,NEGATIVE,0.9900475740432739
590,NEGATIVE,0.9989225268363953
591,NEGATIVE,0.9952448010444641
592,NEGATIVE,0.9966559410095215
593,NEGATIVE,0.9897163510322571
594,NEGATIVE,0.9887653589248657
595,NEGATIVE,0.992523729801178
596,NEGATIVE,0.9964649677276611
597,NEGATIVE,0.9945476651191711
598,POSITIVE,0.947096049785614
599,NEGATIVE,0.992911159992218
600,POSITIVE,0.992442786693573
601,NEGATIVE,0.9958341121673584
602,NEGATIVE,0.9997462630271912
603,NEGATIVE,0.9925053119659424
604,NEGATIVE,0.9594204425811768
605,NEGATIVE,0.8099600672721863
606,NEGATIVE,0.9841591119766235
607,NEGATIVE,0.6941739320755005
608,POSITIVE,0.9995005130767822
609,NEGATIVE,0.989649772644043
610,NEGATIVE,0.9982991814613342
611,NEGATIVE,0.9987815022468567
612,NEGATIVE,0.9971733093261719
613,NEGATIVE,0.994296133518219
614,NEGATIVE,0.9975572824478149
615,NEGATIVE,0.9951457381248474
616,NEGATIVE,0.9984277486801147
617,NEGATIVE,0.994638979434967
618,POSITIVE,0.8352054357528687
619,NEGATIVE,0.9883099794387817
620,NEGATIVE,0.9947019219398499
621,NEGATIVE,0.976936399936676
622,POSITIVE,0.9932658672332764
623,NEGATIVE,0.9992876648902893
624,POSITIVE,0.6353206038475037
625,NEGATIVE,0.9863988161087036
626,NEGATIVE,0.9970445036888123
627,NEGATIVE,0.9987673759460449
628,NEGATIVE,0.983507513999939
629,NEGATIVE,0.9963082075119019
630,NEGATIVE,0.9995256662368774
631,NEGATIVE,0.9959471821784973
632,NEGATIVE,0.9993970394134521
633,NEGATIVE,0.9925335645675659
634,NEGATIVE,0.987356424331665
635,NEGATIVE,0.9996147155761719
636,NEGATIVE,0.9990174770355225
637,NEGATIVE,0.9859486818313599
638,NEGATIVE,0.9986588954925537
639,NEGATIVE,0.9964872598648071
640,POSITIVE,0.9962210655212402
641,NEGATIVE,0.9896588921546936
642,NEGATIVE,0.9958949089050293
643,NEGATIVE,0.9990660548210144
644,NEGATIVE,0.9908701777458191
645,NEGATIVE,0.9992341995239258
646,NEGATIVE,0.8418804407119751
647,NEGATIVE,0.9785293340682983
648,NEGATIVE,0.9918769598007202
649,NEGATIVE,0.9985848665237427
650,NEGATIVE,0.987812340259552
651,POSITIVE,0.9974911212921143
652,NEGATIVE,0.909599244594574
653,NEGATIVE,0.9968771934509277
654,NEGATIVE,0.9816113114356995
655,NEGATIVE,0.7062309384346008
656,NEGATIVE,0.823628306388855
657,NEGATIVE,0.9951210618019104
658,NEGATIVE,0.9912641048431396
659,NEGATIVE,0.9994723200798035
660,NEGATIVE,0.9957396984100342
661,NEGATIVE,0.9831931591033936
662,NEGATIVE,0.9918463826179504
663,NEGATIVE,0.9932820796966553
664,NEGATIVE,0.991904079914093
665,NEGATIVE,0.9848830103874207
666,POSITIVE,0.9845656752586365
667,NEGATIVE,0.9994032382965088
668,NEGATIVE,0.9942936301231384
669,NEGATIVE,0.9943150877952576
670,NEGATIVE,0.9984784722328186
671,NEGATIVE,0.9895548820495605
672,NEGATIVE,0.8173789381980896
673,POSITIVE,0.9829577803611755
674,NEGATIVE,0.9962775111198425
675,NEGATIVE,0.9924945831298828
676,NEGATIVE,0.9935911893844604
677,NEGATIVE,0.9958360195159912
678,NEGATIVE,0.9996811151504517
679,NEGATIVE,0.9906139373779297
680,NEGATIVE,0.9880516529083252
681,NEGATIVE,0.9962223768234253
682,POSITIVE,0.9930883049964905
683,POSITIVE,0.998946487903595
684,NEGATIVE,0.9993010759353638
685,NEGATIVE,0.9961259961128235
686,NEGATIVE,0.9631024599075317
687,NEGATIVE,0.991668701171875
688,NEGATIVE,0.998896598815918
689,POSITIVE,0.9845578074455261
690,NEGATIVE,0.9787194132804871
691,NEGATIVE,0.9900673627853394
692,NEGATIVE,0.9875544905662537
693,POSITIVE,0.9858178496360779
694,NEGATIVE,0.9845176339149475
695,NEGATIVE,0.9905523061752319
696,NEGATIVE,0.9995447993278503
697,NEGATIVE,0.9958662986755371
698,NEGATIVE,0.9724593162536621
699,NEGATIVE,0.9980303645133972
700,POSITIVE,0.9800624251365662
701,NEGATIVE,0.9986633062362671
702,NEGATIVE,0.9968475699424744
703,NEGATIVE,0.9660096764564514
704,POSITIVE,0.5585177540779114
705,POSITIVE,0.9972319006919861
706,NEGATIVE,0.9888277053833008
707,NEGATIVE,0.9994255304336548
708,POSITIVE,0.9943711161613464
709,NEGATIVE,0.9966809153556824
710,NEGATIVE,0.9967396855354309
711,NEGATIVE,0.9755280017852783
712,NEGATIVE,0.9970493316650391
713,NEGATIVE,0.9881177544593811
714,NEGATIVE,0.9941437840461731
715,NEGATIVE,0.9958705306053162
716,NEGATIVE,0.9957952499389648
717,NEGATIVE,0.9177568554878235
718,NEGATIVE,0.9419593811035156
719,NEGATIVE,0.9907382130622864
720,NEGATIVE,0.9959787130355835
721,NEGATIVE,0.9969937801361084
722,NEGATIVE,0.9959009289741516
723,NEGATIVE,0.9978289008140564
724,NEGATIVE,0.9970955848693848
725,POSITIVE,0.9991567134857178
726,NEGATIVE,0.9939409494400024
727,NEGATIVE,0.9928817749023438
728,NEGATIVE,0.9696497917175293
729,NEGATIVE,0.9925267696380615
730,NEGATIVE,0.9977329969406128
731,NEGATIVE,0.9947640895843506
732,NEGATIVE,0.99874347448349
733,NEGATIVE,0.997212827205658
734,POSITIVE,0.9687257409095764
735,NEGATIVE,0.993943989276886
736,POSITIVE,0.9971200227737427
737,NEGATIVE,0.9908661246299744
738,POSITIVE,0.9991889595985413
739,POSITIVE,0.9952276945114136
740,POSITIVE,0.992642343044281
741,NEGATIVE,0.9987776875495911
742,NEGATIVE,0.9743983149528503
743,NEGATIVE,0.9978117346763611
744,NEGATIVE,0.9571813344955444
745,NEGATIVE,0.9900051951408386
746,POSITIVE,0.9958887696266174
747,NEGATIVE,0.9575189352035522
